	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
22.17377	1.312	14.186	20.875	10.371	1.791	5.65	8.54	27.061	1.55	27.791	18.433	12.736	1.963	6.628	7.873	25.937	1.471	17.072	19.287	14.198	1.959	6.824	7.807	27.505	10.459	10.294	20.134	12.569	0.955	1.222	2.253	1.974	12.571	7.927	16.98	11.047	1.22	0.832	1.895	1.348	11.458	3.838	8.222	4.669	0.901	0.731	1.413	0.999
22.34043	1.305	14.559	22.182	10.194	1.622	5.673	8.982	26.549	1.379	28.478	18.284	12.85	1.955	6.65	8.022	26.625	1.464	17.475	19.299	14.181	1.822	7.202	8.378	27.964	10.251	10.475	20.533	13.234	0.947	1.149	2.245	1.965	12.653	8.045	16.962	11.162	1.05	0.985	1.854	1.437	11.282	3.829	8.306	4.82	0.99	0.789	1.469	1.182
22.50721	1.267	14.872	22.718	10.833	1.779	5.569	8.682	28.153	1.471	29.334	19.114	13.099	2.015	6.902	8.273	26.608	1.524	17.819	19.966	14.494	1.816	7.292	8.694	28.335	11.182	10.725	21.004	13.288	1.039	1.241	2.337	1.959	13.842	8.296	17.403	11.443	1.11	0.915	1.881	1.335	11.759	3.92	8.492	4.845	1.017	0.72	1.366	1.078
22.67378	1.347	15.383	23.086	10.83	1.891	5.837	9.204	27.058	1.516	29.787	19.748	13.288	1.899	6.714	8.727	26.548	1.409	18.488	20.63	14.939	1.798	6.941	9.019	29.079	10.6	10.984	21.113	13.508	1.021	1.19	2.317	2.035	13.901	8.364	17.779	11.892	1.027	0.894	1.862	1.349	12.566	3.963	8.591	4.786	0.804	0.768	1.379	1.084
22.84049	1.315	15.911	23.381	11.089	1.599	6.173	9.615	28.01	1.553	30.558	21.035	13.682	1.836	6.729	8.753	26.432	1.474	19.058	21.402	15.112	1.832	7.022	9.109	29.137	11.502	11.174	21.764	13.645	0.99	1.16	2.353	2.074	14.198	8.613	18.317	11.961	1.027	0.932	2.092	1.545	12.696	4.101	8.648	5.03	1.001	0.798	1.481	1.132
23.00725	1.405	16.477	24.363	11.366	1.721	6.163	9.829	27.757	1.479	30.821	20.431	13.763	1.958	7.205	9.161	27.995	1.466	19.524	21.543	15.289	1.921	7.335	9.388	29.076	11.974	11.452	22.13	14.147	1.047	1.347	2.572	2.0	14.96	8.632	18.686	12.204	1.15	1.02	2.051	1.342	13.362	4.092	8.894	5.051	0.993	0.727	1.505	1.283
23.17385	1.475	16.781	25.319	11.474	1.791	5.975	9.741	27.385	1.485	31.587	20.801	14.261	1.931	7.05	9.365	27.332	1.471	20.446	22.466	15.853	1.959	7.44	9.851	29.03	12.308	11.624	22.438	14.418	1.052	1.255	2.642	2.104	15.653	8.835	18.894	12.604	1.057	1.091	2.154	1.542	13.859	4.13	9.0	5.124	0.901	0.731	1.413	1.193
23.34053	1.482	17.611	25.831	11.846	1.798	5.985	10.273	28.027	1.591	31.908	22.153	14.342	1.938	7.288	9.574	27.975	1.544	20.629	23.397	16.195	2.064	7.452	9.995	29.026	12.615	12.125	22.819	14.663	1.157	1.23	2.651	2.275	15.897	9.043	19.239	12.653	1.162	0.905	2.098	1.55	13.972	4.204	9.241	5.33	1.039	0.738	1.389	1.237
23.50733	1.377	17.819	26.617	11.83	1.823	6.267	11.135	28.294	1.55	32.138	22.65	14.845	1.963	7.439	9.754	28.662	1.569	21.354	23.828	16.404	2.024	8.024	10.403	28.803	12.795	12.208	23.119	15.197	1.15	1.32	2.74	2.201	16.204	8.933	19.77	13.091	1.122	0.929	2.057	1.477	14.216	4.325	9.422	5.253	0.933	0.796	1.478	1.031
23.67384	1.272	18.384	27.402	12.399	1.881	6.548	11.251	28.592	1.671	32.368	24.022	14.827	1.955	7.622	10.064	28.246	1.626	22.079	24.421	16.839	1.951	7.785	10.874	30.266	13.752	12.322	23.289	15.017	1.077	1.247	2.731	2.386	17.224	9.244	20.041	13.269	1.115	0.888	2.178	1.664	14.751	4.38	9.57	5.144	0.99	0.886	1.502	1.279
23.8406	1.394	18.98	26.89	12.545	1.809	6.117	11.205	28.922	1.63	32.597	24.971	15.231	1.947	7.643	10.568	29.094	1.618	22.673	25.11	16.95	2.041	8.0	10.925	29.524	13.899	12.793	23.524	15.55	1.037	1.336	2.917	2.345	17.918	9.458	20.085	13.673	1.107	0.976	2.234	1.429	14.961	4.403	9.459	5.295	0.917	0.717	1.558	1.366
24.00725	1.412	19.448	27.566	12.647	1.826	6.562	11.886	29.438	1.455	32.797	25.448	15.726	2.063	7.832	11.057	28.541	1.571	23.114	25.264	17.384	1.929	8.32	11.348	30.402	13.871	12.829	24.198	15.917	1.055	1.128	2.84	2.269	18.579	9.781	20.621	13.973	1.125	0.932	2.287	1.48	16.071	4.393	9.524	5.614	0.936	0.831	1.611	1.197
24.17403	1.402	20.199	27.629	12.917	1.881	6.548	12.062	29.078	1.638	33.113	26.13	15.93	2.052	7.72	11.264	29.024	1.561	23.765	26.496	17.812	2.146	8.207	11.328	30.46	14.628	13.198	24.521	16.249	0.98	1.247	2.926	2.451	19.72	9.925	20.917	14.047	1.017	0.985	2.243	1.729	16.177	4.413	9.83	5.631	0.925	0.724	1.696	1.182
24.34065	1.515	20.565	27.584	13.015	1.993	6.861	12.513	29.975	1.688	33.661	26.568	16.258	2.036	8.23	11.522	29.306	1.576	24.492	27.618	18.273	2.032	8.329	12.008	30.324	14.92	13.456	24.604	16.708	1.157	1.263	3.04	2.275	19.274	9.952	21.252	14.179	1.065	0.938	2.26	1.55	16.634	4.529	9.858	5.752	0.909	0.901	1.714	1.399
24.50741	1.305	21.172	27.305	13.436	2.011	6.775	12.353	30.116	1.671	33.859	27.588	16.61	2.02	8.368	11.945	29.251	1.658	25.159	27.566	18.622	2.016	8.304	12.333	29.974	15.665	13.684	25.04	16.832	1.142	1.214	3.055	2.289	20.53	10.249	21.792	14.436	1.017	1.082	2.34	1.469	17.182	4.51	10.122	5.728	0.99	0.886	1.567	1.02
24.67409	1.397	21.871	27.773	13.522	1.909	6.833	12.797	29.806	1.665	34.098	27.474	16.987	2.144	8.619	12.096	29.006	1.718	25.791	27.678	18.738	2.043	8.588	12.971	31.219	16.561	13.997	25.12	17.533	1.072	1.338	3.244	2.38	20.808	10.499	22.134	14.845	1.239	1.012	2.367	1.756	17.526	4.601	10.242	5.72	1.017	0.784	1.755	1.304
24.84071	1.51	22.433	28.053	13.945	1.988	6.952	13.12	30.217	1.65	34.257	28.499	17.252	2.095	8.352	12.777	29.742	1.668	26.391	28.022	19.168	2.124	8.775	12.646	30.921	16.759	14.516	25.366	18.026	1.087	1.225	3.294	2.561	21.791	10.624	22.503	15.238	1.352	1.029	2.449	1.74	18.504	4.782	10.433	6.068	1.033	0.636	1.676	1.327
25.00738	1.385	23.162	28.266	14.151	2.026	6.861	13.487	29.943	1.753	34.473	27.38	17.589	2.166	8.652	12.82	29.793	1.738	27.252	28.332	19.637	2.129	9.043	13.176	30.909	17.193	14.592	25.286	18.364	1.157	1.328	3.365	2.373	21.384	10.634	22.713	15.543	1.13	1.003	2.552	1.648	19.101	4.789	10.442	5.979	0.909	0.803	1.681	1.399
25.17413	1.507	23.724	28.726	14.426	1.921	7.272	13.633	29.916	1.744	34.961	28.328	17.959	2.093	8.932	13.193	30.252	1.666	27.745	28.403	20.167	2.316	9.03	13.874	30.814	17.629	14.77	25.552	18.149	1.052	1.352	3.486	2.59	22.336	10.944	23.177	15.784	1.22	1.026	2.576	1.64	19.179	4.779	10.622	6.064	1.031	0.666	1.802	1.291
25.34074	1.467	24.122	28.504	14.7	2.108	7.488	14.331	30.505	1.736	34.929	28.204	18.329	2.15	8.627	14.182	30.645	1.723	28.465	28.149	20.308	2.211	9.017	14.441	31.692	18.712	15.272	26.109	19.361	1.142	1.344	3.574	2.646	22.443	11.092	23.51	16.154	1.212	0.888	2.535	1.729	19.549	4.834	10.997	6.182	0.99	0.821	1.761	1.279
25.5075	1.402	24.705	28.342	14.927	2.076	7.488	14.72	30.926	1.963	35.156	28.82	18.62	2.15	8.822	13.695	31.034	1.626	29.114	28.798	20.632	2.113	9.471	14.214	31.952	19.102	15.467	26.466	19.069	1.174	1.506	3.542	2.581	22.216	11.319	23.737	16.673	1.115	0.985	2.535	1.664	20.294	4.931	10.9	6.279	0.99	0.789	1.793	1.312
25.67412	1.664	25.459	29.259	15.128	2.11	7.557	15.309	31.357	1.868	35.328	28.699	18.951	2.088	9.345	14.706	30.46	1.758	29.706	28.288	20.931	2.213	9.865	14.544	30.989	19.497	15.959	26.086	19.692	1.274	1.412	3.577	2.552	22.905	11.518	24.102	16.744	1.117	1.02	2.667	1.861	21.177	4.967	11.099	6.38	0.928	0.662	1.699	1.38
25.84079	1.475	26.254	28.953	15.334	2.018	7.694	15.353	31.375	1.874	35.577	28.522	19.419	2.255	9.321	14.686	31.095	1.763	30.211	28.695	21.335	2.154	9.711	14.977	32.112	20.419	16.036	26.395	20.193	1.052	1.417	3.875	2.688	22.822	11.625	24.604	17.049	1.122	0.929	2.641	1.932	21.061	4.974	11.239	6.486	1.095	0.893	1.867	1.388
26.00752	1.574	26.749	29.254	15.665	2.183	7.406	15.878	30.574	1.812	35.685	28.758	19.588	2.258	9.585	15.211	31.17	1.733	30.577	28.833	21.7	2.254	9.878	15.794	31.733	20.62	16.334	26.21	20.687	1.25	1.452	3.749	2.691	22.473	11.825	24.709	17.672	1.125	0.932	2.773	1.869	21.198	5.042	11.309	6.49	1.001	0.798	1.805	1.229
26.17414	1.522	27.636	29.235	16.02	2.13	7.489	16.004	31.107	1.827	36.096	28.445	20.175	2.304	9.412	15.858	30.828	1.681	31.111	29.138	22.062	2.267	9.933	16.214	31.978	21.629	16.851	26.871	20.82	1.068	1.466	3.764	2.804	22.315	12.142	25.237	17.868	1.072	1.141	2.691	1.948	21.135	5.059	11.529	6.609	1.112	0.843	1.918	1.443
26.34083	1.482	28.097	29.662	16.294	2.22	7.998	16.506	31.891	1.818	35.999	28.776	20.543	2.198	9.366	15.71	31.903	1.771	31.342	29.338	22.234	2.356	10.179	16.163	33.051	21.803	17.027	26.812	21.285	1.19	1.328	4.242	2.762	22.747	12.387	25.472	17.977	1.227	1.1	2.877	1.777	21.082	5.178	11.611	6.791	1.006	0.738	1.811	1.139
26.50746	1.515	28.843	29.759	16.391	2.188	7.998	16.863	31.371	1.915	36.291	29.458	20.576	2.166	9.593	15.969	31.221	1.738	31.829	29.598	22.656	2.259	10.471	16.942	32.532	22.614	17.709	27.007	21.415	1.157	1.458	4.177	2.762	22.455	12.452	25.602	18.27	1.13	1.197	2.747	1.745	21.082	5.146	11.806	6.953	1.006	0.738	2.006	1.334
26.67422	1.487	29.329	29.69	16.679	2.193	7.858	18.028	32.11	1.98	36.333	29.23	21.016	2.428	10.129	16.678	31.925	1.808	31.789	29.433	23.025	2.327	10.065	17.067	32.84	22.599	18.029	27.199	21.625	1.226	1.395	4.304	2.856	23.28	12.395	26.094	18.94	1.199	1.003	3.006	2.039	21.232	5.239	11.911	7.133	1.073	0.648	1.941	1.293
26.8409	1.615	30.054	30.32	16.917	2.093	8.131	17.778	32.225	1.918	36.724	29.044	21.362	2.266	10.085	16.885	32.53	1.936	32.586	29.607	23.41	2.359	10.606	17.566	33.419	23.498	18.3	27.6	22.267	1.16	1.461	4.472	2.96	22.593	12.749	26.487	19.023	1.23	1.233	3.334	1.975	21.284	5.377	12.168	6.957	1.107	0.741	1.977	1.306
27.00761	1.499	30.541	30.838	17.132	2.302	8.428	17.767	32.32	1.995	36.809	29.598	21.635	2.279	10.637	17.521	32.233	1.853	32.517	29.64	23.744	2.34	10.703	17.553	32.438	23.057	18.644	27.536	22.149	1.271	1.506	4.255	2.97	22.702	13.005	26.687	19.461	1.212	1.018	2.924	2.021	21.332	5.418	12.131	7.219	1.184	0.886	1.988	1.312
27.1743	1.597	30.897	30.352	17.456	2.205	8.396	18.448	32.417	1.963	37.036	29.793	22.057	2.377	10.443	17.91	32.46	1.723	32.842	30.029	23.939	2.405	10.995	18.622	32.859	23.899	18.838	27.633	22.992	1.271	1.441	4.644	3.067	22.994	13.232	26.72	19.947	1.115	1.082	3.053	2.053	20.943	5.353	12.326	7.316	0.99	0.886	2.053	1.279
27.34104	1.689	31.17	30.852	17.832	2.297	8.777	19.278	31.62	2.054	37.014	29.548	22.431	2.371	10.434	18.577	32.019	1.913	33.016	30.691	24.15	2.4	11.439	18.026	33.714	23.69	19.149	27.517	22.523	1.169	1.533	4.702	3.125	22.914	13.221	27.253	19.771	1.239	1.077	3.242	2.015	21.318	5.508	12.413	7.502	1.082	0.817	1.95	1.466
27.50759	1.51	31.811	30.811	18.066	2.313	8.607	19.447	32.293	1.974	36.951	29.959	22.768	2.355	10.753	19.137	32.889	1.863	33.627	30.358	24.49	2.351	11.306	19.039	32.609	23.541	19.643	27.767	23.25	1.25	1.517	4.657	3.178	22.668	13.707	27.305	20.365	1.222	1.191	3.13	2.064	21.295	5.529	12.574	7.464	1.033	0.831	2.162	1.392
27.67436	1.677	32.122	30.895	18.404	2.318	8.744	19.85	32.41	1.98	37.395	30.139	23.205	2.458	10.957	19.248	31.903	1.771	33.745	30.409	24.734	2.519	11.77	19.637	33.246	22.712	19.852	28.013	23.266	1.287	1.523	5.021	3.054	23.267	13.848	27.647	20.51	1.13	1.003	3.266	2.037	21.861	5.633	12.682	7.538	1.136	0.803	2.103	1.626
27.84103	1.669	32.418	30.542	18.481	2.278	8.797	20.024	32.089	2.069	37.329	30.404	23.344	2.385	11.17	20.071	32.068	1.925	33.974	30.446	25.196	2.543	11.852	19.94	33.572	22.69	20.318	27.985	23.696	1.344	1.547	4.913	3.239	23.99	13.994	28.108	21.007	1.155	1.091	3.452	1.867	22.391	5.655	13.023	7.557	1.095	0.893	2.062	1.388
28.00777	1.694	32.875	31.227	18.882	2.367	9.077	21.204	32.255	2.157	37.522	30.474	23.71	2.474	11.253	19.822	33.271	1.918	34.138	30.97	25.171	2.502	11.967	20.114	33.864	23.024	20.719	28.152	23.478	1.271	1.538	5.13	3.164	23.61	14.269	28.405	21.406	1.212	1.212	3.442	2.15	21.364	5.742	13.104	7.705	0.99	0.789	2.247	1.506
28.17441	1.769	33.141	31.201	19.202	2.313	9.126	20.842	32.683	2.202	37.729	30.608	24.131	2.485	11.467	20.273	32.305	1.96	34.666	31.202	25.885	2.513	12.377	21.051	34.199	23.93	21.201	28.449	23.899	1.347	1.517	5.306	3.242	24.063	14.421	28.116	21.533	1.222	1.224	3.422	2.129	21.814	5.853	13.191	8.015	1.131	0.896	2.195	1.586
28.34112	1.888	33.296	31.065	19.304	2.4	9.239	22.014	31.866	2.157	37.619	30.668	24.52	2.442	11.739	20.86	32.363	1.918	34.592	31.132	25.722	2.535	12.551	20.892	34.448	23.835	21.205	28.638	23.964	1.369	1.506	5.487	3.262	23.675	14.593	28.697	21.762	1.342	1.18	3.507	2.118	21.785	5.742	13.266	7.9	1.12	0.789	2.247	1.571
28.50777	1.799	33.748	31.678	19.714	2.505	9.414	21.841	32.349	2.199	37.88	30.988	24.772	2.547	11.884	21.628	33.009	1.958	35.11	30.998	26.299	2.608	12.955	21.141	34.123	23.728	21.68	28.374	23.891	1.377	1.612	5.497	3.272	24.152	14.87	28.854	22.369	1.414	1.091	3.809	2.061	22.099	5.85	13.51	8.076	1.095	0.829	2.159	1.388
28.67443	1.769	33.855	31.882	19.818	2.507	9.418	21.783	33.072	2.104	37.989	30.997	24.942	2.582	12.148	21.181	33.084	1.928	35.055	31.202	26.307	2.611	13.058	21.343	34.004	23.541	22.012	28.546	24.191	1.347	1.55	5.598	3.405	24.095	15.07	29.447	22.507	1.255	1.191	3.844	2.356	22.723	5.95	13.677	8.275	1.098	0.798	2.195	1.521
28.84108	1.896	34.202	32.164	20.233	2.44	9.543	21.841	32.349	2.296	38.172	31.41	25.323	2.579	12.046	21.79	33.301	2.055	35.337	31.452	26.688	2.738	13.539	22.503	33.669	23.857	22.492	28.764	23.891	1.377	1.547	5.887	3.369	24.087	15.097	29.308	22.759	1.317	1.221	3.809	2.451	22.683	5.947	13.575	8.303	0.933	0.829	2.257	1.68
29.00775	1.866	34.634	31.655	20.5	2.507	9.904	22.14	32.813	2.396	38.378	31.159	25.753	2.55	12.765	22.382	32.565	2.025	35.444	31.202	26.891	2.708	13.48	22.738	33.582	23.378	22.759	29.227	24.418	1.477	1.517	5.89	3.47	24.582	15.459	29.414	23.253	1.319	1.127	3.942	2.226	23.112	5.95	13.807	8.47	1.033	0.734	2.292	1.586
29.17455	1.986	34.885	31.681	20.925	2.432	10.211	21.917	32.968	2.19	38.495	31.122	26.012	2.636	12.68	22.254	33.044	2.047	35.662	31.553	27.019	2.697	13.848	21.54	33.475	23.543	23.15	28.995	24.451	1.434	1.603	6.492	3.586	24.81	15.598	29.961	23.351	1.212	1.212	4.026	2.442	22.79	6.131	14.141	8.581	1.022	0.984	2.377	1.669
29.34111	1.759	34.982	31.876	21.087	2.529	10.341	21.333	33.066	2.352	38.981	31.803	26.206	2.636	13.328	22.513	32.979	2.112	35.986	31.521	27.116	2.729	14.431	22.804	34.383	23.737	23.345	29.286	24.742	1.466	1.603	5.973	3.586	24.615	15.695	29.799	23.513	1.309	1.277	4.026	2.312	23.244	6.131	14.077	8.581	1.087	0.821	2.442	1.506
29.50783	1.848	35.275	31.749	21.453	2.489	10.393	21.507	32.486	2.278	38.558	31.256	26.375	2.725	13.474	22.425	32.916	2.04	36.149	31.978	27.511	2.721	14.415	22.457	33.314	23.488	23.581	28.901	24.653	1.426	1.692	6.383	3.835	24.429	16.002	30.031	24.104	1.431	1.203	4.275	2.11	23.222	6.185	14.124	8.761	0.982	0.717	2.433	1.301
29.67445	1.851	35.48	32.31	21.785	2.427	10.43	21.838	33.046	2.378	38.893	31.751	26.611	2.663	13.382	22.4	33.315	2.204	36.257	31.631	27.876	2.691	14.647	22.368	33.552	24.079	23.88	29.267	24.758	1.461	1.5	6.225	3.773	25.312	16.072	30.461	24.113	1.401	1.174	4.279	2.242	23.618	6.286	14.13	8.831	1.114	0.784	2.436	1.596
29.84119	1.77	35.612	32.186	21.837	2.606	10.824	22.118	33.052	2.424	39.051	31.824	26.98	2.711	13.836	22.451	33.384	2.091	36.679	32.318	28.082	2.707	15.099	22.613	34.168	24.712	24.158	29.404	24.806	1.606	1.678	6.462	3.817	24.584	16.328	30.664	24.355	1.386	1.253	4.291	2.193	23.282	6.264	14.42	8.899	1.098	0.77	2.514	1.476
30.0079	1.988	35.836	32.696	22.294	2.597	11.026	21.665	32.784	2.387	39.09	32.007	27.35	2.769	14.468	22.586	33.475	2.147	36.516	31.725	28.162	2.797	15.247	22.682	34.037	25.399	24.617	29.588	25.172	1.534	1.639	6.69	3.686	24.915	16.415	30.846	24.494	1.506	1.183	4.483	2.25	23.414	6.394	14.666	9.137	1.025	0.824	2.607	1.51
30.17446	2.053	36.127	32.437	22.586	2.597	11.253	21.956	32.881	2.484	39.252	32.007	27.641	2.769	14.144	22.359	32.859	2.245	36.678	32.308	28.422	2.797	15.734	22.78	34.459	24.588	24.974	29.782	25.042	1.663	1.541	6.82	3.881	25.045	16.804	30.943	24.721	1.409	1.28	4.678	2.315	24.289	6.459	14.828	9.072	1.122	0.921	2.64	1.51
30.34119	2.15	36.354	32.664	22.65	2.694	11.253	22.573	32.654	2.387	39.609	31.78	27.739	2.769	15.052	22.748	33.67	2.147	36.872	32.146	28.714	2.927	16.123	23.104	34.102	24.783	25.103	29.815	25.14	1.663	1.639	7.079	3.881	24.753	16.901	31.268	24.915	1.409	1.28	4.386	2.412	23.641	6.491	14.796	9.169	1.187	0.921	2.51	1.672
30.50785	1.956	36.516	32.599	23.137	2.727	11.351	22.573	33.367	2.484	39.706	32.104	27.966	2.769	14.695	23.072	33.475	2.212	37.002	32.308	28.908	2.927	15.928	22.845	33.972	25.107	25.2	29.977	25.464	1.469	1.606	7.403	4.076	25.434	17.096	31.56	25.078	1.441	1.312	4.613	2.25	24.646	6.394	15.023	9.266	1.187	0.889	2.704	1.672
30.67462	1.994	36.668	32.359	23.347	2.732	11.944	22.912	33.906	2.491	39.924	32.286	28.34	2.839	15.485	22.763	33.463	2.25	37.121	32.523	29.218	2.738	16.362	23.509	34.285	24.701	25.606	29.996	25.286	1.831	1.709	7.574	4.05	25.45	17.4	31.449	25.029	1.447	1.286	4.62	2.353	23.948	6.596	15.002	9.341	1.225	0.893	2.613	1.615
30.84141	1.961	37.024	33.203	23.574	2.635	11.652	22.782	32.77	2.588	39.729	31.994	28.438	2.871	15.906	23.088	33.69	2.25	37.316	32.458	29.121	2.932	17.27	23.347	34.188	24.506	25.801	30.029	25.481	1.669	1.644	7.671	4.18	24.769	17.497	31.092	24.997	1.447	1.286	4.814	2.548	24.24	6.596	15.229	9.471	1.128	0.893	2.711	1.68
31.00787	1.994	37.122	32.456	23.769	2.699	12.301	23.301	33.809	2.491	39.762	32.415	28.567	2.742	16.296	23.38	33.496	2.217	37.575	32.555	29.316	2.965	17.757	23.055	34.383	25.577	26.092	29.802	25.61	1.669	1.806	7.898	4.18	25.418	17.757	31.482	25.321	1.512	1.318	4.782	2.548	24.532	6.693	15.391	9.73	1.128	0.893	2.841	1.518
31.17464	1.972	37.262	33.122	24.061	2.711	12.359	23.144	32.628	2.434	40.121	32.565	28.69	2.816	16.475	23.737	33.932	2.293	37.682	32.671	29.63	3.201	18.16	23.284	34.427	25.124	26.415	30.598	25.705	1.712	1.686	7.768	4.346	24.997	17.835	31.566	25.642	1.426	1.262	4.787	2.331	24.34	6.663	15.441	9.788	1.203	0.907	2.815	1.585
31.3413	2.045	37.586	33.476	24.312	2.719	12.568	23.879	33.37	2.734	40.286	32.399	29.3	2.922	16.947	23.859	32.862	2.301	37.715	32.571	29.691	2.853	18.697	23.794	34.07	25.472	26.537	30.272	25.731	1.72	1.695	8.234	4.259	24.826	18.146	31.725	25.344	1.628	1.465	4.959	2.436	24.817	6.739	15.556	9.706	1.211	0.914	2.792	1.499
31.50805	2.091	37.349	33.203	24.742	2.699	12.982	23.885	32.446	2.685	40.638	32.318	29.346	3.034	17.496	23.542	33.593	2.25	37.9	33.139	29.932	2.965	19.509	24.45	33.993	25.317	26.741	30.483	26.259	1.831	1.741	8.677	4.472	25.418	18.341	32.13	25.484	1.544	1.221	5.171	2.451	24.597	6.758	15.781	9.795	1.095	0.926	2.938	1.518
31.67472	2.148	38.159	33.594	24.717	2.789	12.967	23.603	32.677	2.643	40.634	32.905	29.513	2.928	17.607	24.231	33.984	2.436	38.223	33.077	29.904	2.956	19.91	24.425	33.767	25.974	27.138	30.551	25.683	1.855	1.603	9.15	4.234	24.907	18.548	32.004	25.685	1.439	1.309	5.063	2.507	24.962	6.779	15.795	10.007	1.347	0.984	2.798	1.798
31.84137	2.053	38.008	33.053	24.92	2.824	13.361	24.356	32.946	2.647	40.808	32.688	29.652	3.125	18.1	24.434	33.702	2.309	38.461	32.989	29.946	3.056	20.144	24.531	34.556	25.593	27.146	30.69	25.853	1.825	1.801	8.538	4.562	25.693	18.62	31.916	26.212	1.506	1.41	5.553	2.607	24.419	6.848	15.898	10.077	1.025	0.986	3.029	1.672
32.00816	2.004	37.912	33.113	25.002	2.84	13.814	24.403	32.907	2.795	41.01	33.071	29.707	2.98	19.015	24.223	33.634	2.358	38.496	33.504	30.295	3.139	21.159	24.774	34.263	25.934	27.295	30.62	26.229	1.874	1.818	8.759	4.746	25.645	18.757	32.429	26.2	1.652	1.395	5.51	2.624	24.271	7.0	16.097	10.237	1.204	0.935	3.211	1.728
32.17463	2.091	38.484	33.592	25.586	2.829	14.085	24.534	31.992	2.88	41.06	32.448	29.995	2.936	18.696	24.353	32.879	2.412	38.678	33.269	30.711	3.159	21.39	25.034	33.864	25.674	27.617	30.872	26.551	1.831	1.741	8.741	4.439	25.904	19.087	32.228	26.003	1.609	1.221	5.366	2.613	24.694	7.082	16.105	10.217	1.128	0.991	3.035	1.615
32.3414	2.067	38.81	33.557	25.708	2.902	14.393	24.395	32.118	2.662	41.193	32.542	30.088	3.075	19.56	24.313	33.494	2.355	39.004	32.942	30.48	3.071	21.249	24.831	33.441	25.049	27.87	30.708	26.317	1.872	1.847	9.663	4.58	25.864	19.302	32.549	26.126	1.552	1.425	5.604	2.751	25.757	6.964	16.318	10.394	1.201	0.933	3.11	1.724
32.50814	2.297	38.821	33.73	25.782	2.84	15.016	24.727	33.524	2.86	41.4	32.779	30.519	3.143	20.638	24.516	33.309	2.358	38.983	33.569	31.041	3.074	22.133	25.521	34.231	25.512	27.684	30.912	26.683	1.939	1.753	9.505	4.973	25.547	19.438	32.364	26.362	1.717	1.395	5.607	2.819	25.602	6.968	16.292	10.529	1.009	1.098	3.113	1.63
32.67483	2.199	38.821	34.022	26.236	3.002	14.853	24.468	32.582	2.893	41.27	33.168	30.519	3.045	20.346	25.003	33.114	2.423	39.405	33.471	30.944	3.171	22.426	25.326	33.516	25.512	27.879	30.847	26.488	1.874	1.753	9.765	4.941	25.353	19.503	32.916	26.849	1.619	1.428	5.705	2.657	25.083	7.163	16.552	10.594	1.009	1.033	3.016	1.598
32.84147	2.229	39.005	33.947	26.13	2.935	15.27	25.109	32.313	2.857	41.453	33.126	30.607	3.14	20.859	25.189	33.494	2.517	39.523	33.656	30.74	3.071	23.36	25.351	33.506	25.698	27.87	30.513	26.577	1.872	1.75	10.053	5.067	25.637	19.626	32.647	26.645	1.649	1.392	6.058	2.622	25.659	7.159	16.675	10.881	1.104	0.933	3.142	1.724
33.00817	2.102	39.114	33.568	26.431	2.84	15.762	25.344	32.387	2.795	41.497	32.876	31.006	3.143	21.06	25.1	33.049	2.52	39.6	33.569	30.944	3.171	23.335	25.716	33.549	26.291	28.139	31.302	26.391	1.972	1.818	10.057	4.973	25.385	19.796	33.111	26.946	1.619	1.33	5.997	2.754	26.024	7.163	16.584	10.724	1.204	1.033	3.405	1.793
33.17485	2.237	39.623	34.043	26.871	3.008	15.871	25.198	33.024	2.899	41.912	33.61	31.025	3.213	22.277	25.214	32.842	2.526	39.363	33.719	31.093	3.177	24.162	25.798	33.732	25.722	28.091	31.225	26.733	1.977	1.921	10.294	5.176	25.304	19.907	33.034	27.062	1.657	1.499	6.069	2.728	25.911	7.268	16.857	10.832	1.112	0.81	3.25	1.995
33.34147	2.221	39.555	34.111	27.013	3.089	16.032	25.702	32.9	2.847	42.13	33.486	31.033	3.131	22.589	25.716	33.204	2.444	39.651	34.112	31.327	3.322	24.894	26.429	33.896	25.771	28.136	31.002	26.292	1.961	1.839	10.72	5.056	25.904	20.06	33.363	26.943	1.739	1.416	6.339	2.645	26.219	7.18	16.916	10.801	1.095	0.893	3.295	1.777
