ReferenceSeq	Position	MutationType	Gene	Details	12PD_A1_F50_I1_R1	12PD_A1_F50_I2_R1	12PD_A1_F50_I3_R1	12PD_A2_F50_I1_R1	12PD_A2_F50_I2_R1	12PD_A3_F50_I1_R1	12PD_A3_F50_I2_R1	12PD_A3_F50_I3_R1	12PD_A4_F50_I1_R1	12PD_A4_F50_I2_R1	12PD_A4_F50_I3_R1	12PD_A5_F50_I1_R1	12PD_A5_F50_I2_R1	12PD_A6_F50_I1_R1	12PD_A6_F50_I2_R1	12PD_A7_F50_I1_R1	12PD_A7_F50_I2_R1	12PD_A8_F50_I1_R1	12PD_A8_F50_I2_R1	12PD_A8_F50_I3_R1	23BD_A1_F50_I1_R1	23BD_A1_F50_I2_R1	23BD_A2_F50_I1_R1	23BD_A2_F50_I2_R1	23BD_A2_F50_I3_R1	23BD_A3_F50_I1_R1	23BD_A3_F50_I2_R1	23BD_A3_F50_I3_R1	23BD_A4_F50_I1_R1	23BD_A4_F50_I2_R1	23BD_A4_F50_I3_R1	23BD_A5_F50_I1_R1	23BD_A5_F50_I2_R1	23BD_A5_F50_I3_R1	23BD_A6_F50_I1_R1	23BD_A7_F50_I1_R1	23BD_A7_F50_I2_R1	23BD_A7_F50_I3_R1	23BD_A8_F50_I1_R1	23BD_A8_F50_I2_R1	ADIP_A1_F50_I1_R1	ADIP_A1_F50_I2_R1	ADIP_A2_F50_I1_R1	ADIP_A2_F50_I2_R1	ADIP_A2_F50_I3_R1	ADIP_A3_F50_I1_R1	ADIP_A3_F50_I2_R1	ADIP_A3_F50_I3_R1	ADIP_A4_F50_I1_R1	ADIP_A4_F50_I2_R1	ADIP_A5_F50_I1_R1	ADIP_A5_F50_I2_R1	ADIP_A6_F50_I1_R1	ADIP_A6_F50_I2_R1	ADIP_A6_F50_I3_R1	ADIP_A7_F50_I1_R1	ADIP_A7_F50_I2_R1	ADIP_A8_F50_I1_R1	ADIP_A8_F50_I2_R1	ADIP_A8_F50_I3_R1	COUM_A1_F50_I1_R1	COUM_A2_F50_I1_R1	COUM_A2_F50_I2_R1	COUM_A2_F50_I3_R1	COUM_A3_F50_I1_R1	COUM_A3_F50_I2_R1	COUM_A3_F50_I3_R1	COUM_A4_F50_I1_R1	COUM_A4_F50_I2_R1	COUM_A4_F50_I3_R1	COUM_A5_F50_I1_R1	COUM_A5_F50_I2_R1	COUM_A5_F50_I3_R1	COUM_A6_F50_I1_R1	COUM_A6_F50_I2_R1	COUM_A6_F50_I3_R1	COUM_A7_F50_I1_R1	COUM_A7_F50_I2_R1	COUM_A8_F50_I1_R1	COUM_A8_F50_I2_R1	GLUT_A1_F50_I1_R1	GLUT_A1_F50_I2_R1	GLUT_A1_F50_I3_R1	GLUT_A2_F50_I1_R1	GLUT_A2_F50_I2_R1	GLUT_A2_F50_I3_R2	GLUT_A3_F50_I1_R1	GLUT_A3_F50_I2_R2	GLUT_A3_F50_I3_R1	GLUT_A4_F50_I1_R1	GLUT_A4_F50_I2_R2	GLUT_A4_F50_I3_R1	GLUT_A5_F50_I1_R1	GLUT_A5_F50_I2_R1	GLUT_A5_F50_I3_R2	GLUT_A6_F50_I1_R1	GLUT_A6_F50_I2_R2	GLUT_A6_F50_I3_R1	GLUT_A7_F50_I1_R2	GLUT_A7_F50_I2_R1	GLUT_A7_F50_I3_R2	GLUT_A8_F50_I1_R2	GLUT_A8_F50_I2_R1	GLUT_A8_F50_I3_R1	HMDA_A1_F50_I1_R1	HMDA_A2_F50_I1_R1	HMDA_A2_F50_I2_R1	HMDA_A3_F50_I1_R1	HMDA_A3_F50_I2_R1	HMDA_A3_F50_I3_R1	HMDA_A4_F50_I1_R1	HMDA_A4_F50_I2_R1	HMDA_A4_F50_I3_R1	HMDA_A5_F50_I1_R1	HMDA_A5_F50_I2_R1	HMDA_A5_F50_I3_R1	HMDA_A6_F50_I1_R1	HMDA_A6_F50_I2_R1	HMDA_A7_F50_I1_R1	HMDA_A7_F50_I2_R1	HMDA_A7_F50_I3_R1	HMDA_A8_F50_I1_R1	HMDA_A8_F50_I2_R1	HMDA_A8_F50_I3_R1	HEXA_A1_F50_I1_R1	HEXA_A1_F50_I2_R1	HEXA_A1_F50_I3_R1	HEXA_A2_F50_I1_R1	HEXA_A2_F50_I2_R1	HEXA_A2_F50_I3_R1	HEXA_A3_F50_I1_R1	HEXA_A3_F50_I2_R1	HEXA_A3_F50_I3_R1	HEXA_A4_F50_I1_R1	HEXA_A4_F50_I2_R1	HEXA_A4_F50_I3_R1	HEXA_A5_F50_I1_R1	HEXA_A5_F50_I2_R1	HEXA_A5_F50_I3_R1	HEXA_A5_F50_I4_R1	HEXA_A6_F50_I1_R1	HEXA_A7_F50_I1_R1	HEXA_A7_F50_I2_R1	HEXA_A7_F50_I3_R1	IBUA_A1_F50_I1_R1	IBUA_A1_F50_I2_R1	IBUA_A2_F50_I1_R1	IBUA_A2_F50_I2_R1	IBUA_A2_F50_I3_R1	IBUA_A3_F50_I1_R1	IBUA_A3_F50_I2_R1	IBUA_A4_F50_I1_R1	IBUA_A4_F50_I2_R1	IBUA_A4_F50_I3_R1	IBUA_A5_F50_I1_R1	IBUA_A5_F50_I2_R1	IBUA_A6_F50_I1_R1	IBUA_A6_F50_I2_R1	IBUA_A7_F50_I1_R1	IBUA_A7_F50_I2_R1	IBUA_A7_F50_I3_R1	IBUA_A8_F50_I1_R1	IBUA_A8_F50_I2_R1	IBUA_A8_F50_I3_R1	BUT_A1_F50_I1_R1	BUT_A1_F50_I2_R1	BUT_A1_F50_I3_R1	BUT_A2_F50_I1_R1	BUT_A3_F50_I1_R1	BUT_A3_F50_I2_R1	BUT_A3_F50_I3_R1	BUT_A4_F50_I1_R1	BUT_A4_F50_I2_R1	BUT_A4_F50_I3_R1	BUT_A5_F50_I1_R1	BUT_A5_F50_I2_R1	BUT_A6_F50_I1_R1	BUT_A6_F50_I2_R1	BUT_A6_F50_I3_R1	BUT_A7_F50_I1_R1	BUT_A7_F50_I2_R1	BUT_A7_F50_I3_R1	BUT_A8_F50_I1_R1	BUT_A8_F50_I2_R1	OCTA_A1_F50_I1_R1	OCTA_A1_F50_I2_R1	OCTA_A1_F50_I3_R1	OCTA_A2_F50_I1_R1	OCTA_A2_F50_I2_R1	OCTA_A2_F50_I3_R1	OCTA_A3_F50_I1_R1	OCTA_A3_F50_I2_R1	OCTA_A3_F50_I3_R1	OCTA_A4_F50_I1_R1	OCTA_A4_F50_I2_R1	OCTA_A4_F50_I3_R1	OCTA_A5_F50_I1_R1	OCTA_A5_F50_I2_R1	OCTA_A5_F50_I3_R1	OCTA_A6_F50_I1_R1	OCTA_A6_F50_I2_R1	OCTA_A6_F50_I3_R1	OCTA_A7_F50_I1_R1	OCTA_A7_F50_I2_R1	PUTR_A1_F50_I1_R1	PUTR_A1_F50_I2_R1	PUTR_A2_F50_I1_R1	PUTR_A2_F50_I2_R1	PUTR_A2_F50_I3_R1	PUTR_A3_F50_I1_R1	PUTR_A3_F50_I2_R1	PUTR_A3_F50_I3_R1	PUTR_A4_F50_I1_R1	PUTR_A4_F50_I2_R1	PUTR_A4_F50_I3_R1	PUTR_A5_F50_I1_R1	PUTR_A5_F50_I2_R1	PUTR_A5_F50_I3_R1	PUTR_A6_F50_I1_R1	PUTR_A6_F50_I2_R1	PUTR_A6_F50_I3_R1	PUTR_A7_F50_I1_R1	PUTR_A7_F50_I2_R1	PUTR_A7_F50_I3_R1	NaCl_A1_F82_I1_R1	NaCl_A2_F82_I1_R1	NaCl_A3_F82_I1_R1	NaCl_A4_F82_I1_R1	NaCl_A5_F82_I1_R1	NaCl_A6_F85_I1_R1	GLUC_A3_F412_I1_R1	GLUC_A4_F403_I1_R1	GLUC_A4_F403_I2_R1	GLUC_A4_F403_I3_R1	GLUC_A5_F150_I1_R1	GLUC_A6_F406_I1_R1	GLUC_A6_F406_I2_R1	GLUC_A6_F406_I3_R1	GLUC_A7_F88_I1_R1	GLUC_A7_F88_I2_R1	GLUC_A8_F380_I1_R1	GLUC_A8_F380_I2_R1	GLUC_A8_F380_I3_R1	GLUC_A9_F433_I1_R1	GLUC_A9_F433_I2_R1	GLUC_A9_F433_I3_R1	GLUC_A10_F418_I1_R1	GLUC_A10_F418_I2_R1	GLUC_A10_F418_I3_R1
NC_000913	3983841	SNP	aslB	Y295C(TAC_TGC)																		1																																																																																																																																																																																																																																							
NC_000913	3984040	SNP	aslB	A361A(GCC_GCT)																		1																																																																																																																																																																																																																																							
NC_000913	3987439	SNP	hemY	A148A(GCC_GCT)								1																																																																																																																																																																																																																																																	
NC_000913	3988580	SNP	hemX	K163E(AAA_GAA)										1																																																																																																																																																																																																																																															
NC_000913	3989853	SNP	hemC	E305A(GAA_GCA)																																																																																																																																																						1																																																																																																			
NC_000913	3990828	SNP	"hemC, cyaA"	intergenic(-62/-325)																																																																																																																	1																																																																																																																																								
NC_000913	3991678	SNP	cyaA	S176P(TCC_CCC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	3992016	SNP	cyaA	R288R(CGT_CGC)						1																																																																																																																																																																																																																																																			
NC_000913	3998071	SNP	uvrD	G30V(GGC_GTC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	3998412	SNP	uvrD	W144R(TGG_CGG)																											1																																																																																																																																																																																																																														
NC_000913	3999387	DEL	uvrD	coding(1405/2163nt)																																																																																																					1																																																																																																																																																				
NC_000913	4001381	SNP	"yigE, corA"	intergenic(-325/-45)		1																																																																																																																																																																																																																																																							
NC_000913	4003303	SNP	rarD	R292R(CGT_CGC)	1	1	1	1	1	1	1																																																																																																																																																																																																																																																		
NC_000913	4003844	SNP	rarD	V112A(GTG_GCG)																											1																																																																																																																																																																																																																														
NC_000913	4003860	SNP	rarD	F107V(TTT_GTT)																																																																																																																					1	1																																																																																																																																			
NC_000913	4004063	SNP	rarD	L39R(CTG_CGG)																																																			1																																																																																																																																																																																																						
NC_000913	4005207	SNP	pldA	S116A(TCC_GCC)																																																				1																																																																																																																																																																																																					
NC_000913	4005381	SNP	pldA	S174G(AGC_GGC)				1	1																																																																																																																																																																																																																																																				
NC_000913	4008896	SNP	rhtB	V55A(GTG_GCG)			1																																																																																																																																																																																																																																																						
NC_000913	4009349	SNP	pldB	C60C(TGC_TGT)																										1	1	1																																																																																																																																																																																																																													
NC_000913	4009947	SNP	pldB	T260A(ACG_GCG)																											1	1																																																																																																																																																																																																																													
NC_000913	4011598	SNP	yigM	W175R(TGG_CGG)										1	1																																																																																																																																																																																																																																														
NC_000913	4014886	SNP	metE	S612G(AGC_GGC)																											1																																																																																																																																																																																																																														
NC_000913	4016062	SNP	ysgA	P36P(CCT_CCC)													1																																																																																																																																																																																																																																												
NC_000913	4017296	SNP	"udp, rmuC"	intergenic(+104/-37)			1			1	1																																																																																																																																																																																																																																																		
NC_000913	4019173	SNP	ubiE	K107E(AAG_GAG)																																																					1																																																																																																																																																																																																				
NC_000913	4021274	SNP	ubiB	V350A(GTG_GCG)																																																																																																																																																																																																						1																																																			
NC_000913	4026881	SNP	fre	R119C(CGC_TGC)			1																																																																																																																																																																																																																																																						
NC_000913	4027819	SNP	fadA	C318C(TGT_TGC)			1																																																																																																																																																																																																																																																						
NC_000913	4029177	SNP	fadB	K599Q(AAG_CAG)																																																			1																																																																																																																																																																																																						
NC_000913	4031019	SNP	"fadB, pepQ"	intergenic(-48/-142)																													1																																																																																																																																																																																																																												
NC_000913	4031161	INS	pepQ	coding(1/1332nt)										1	1																																																																																																																																																																																																																																														
NC_000913	4032395	SNP	pepQ	E412A(GAA_GCA)																																																																																																																																																						1																																																																																																			
NC_000913	4032787	SNP	yigZ	V99A(GTA_GCA)																	1																																																																																																																																																																																																																																								
NC_000913	4033217	SNP	trkH	G25R(GGG_AGG)																																																																																																																																																																																															1	1																																																									
NC_000913	4034898	SNP	hemG	R97R(CGT_CGG)																																																			1																																																																																																																																																																																																						
NC_000913	4037067	SNP	rrsA	noncoding(1537/1542nt)																																																																																																																																																																				1																																																																																					
NC_000913	4037265	SNP	alaT	noncoding(6/76nt)																																																																																																																																																																																																																																					1																				
NC_000913	4037291	SNP	alaT	noncoding(32/76nt)																																																																																																																																																																																																																																					1																				
NC_000913	4037308	SNP	alaT	noncoding(49/76nt)																																																																																																																																																																																																																																					1																				
NC_000913	4037324	SNP	alaT	noncoding(65/76nt)																																																																																																																																																																																																																																					1																				
NC_000913	4037326	SNP	alaT	noncoding(67/76nt)																																																																																																																																																																																																																																					1																				
NC_000913	4037513	SNP	"alaT, rrlA"	intergenic(+178/-6)																																																																																																					1																																																																																																																																																				
NC_000913	4040701	SNP	"rrfA, mobB"	intergenic(+65/+205)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	4045010	SNP	yihF	E271A(GAA_GCA)																																																				1																																																																																																																																																																																																					
NC_000913	4050209	SNP	yihA	V186A(GTG_GCG)																											1																																																																																																																																																																																																																														
NC_000913	4052834	SNP	hemN	Q264*(CAG_TAG)										1																																																																																																																																																																																																																																															
NC_000913	4054531	DEL	glnG	coding(645-748/1410nt)																																																																							1																																																																																																																																																																																		
NC_000913	4055097	SNP	glnG	D61A(GAC_GCC)																																																			1																																																																																																																																																																																																						
NC_000913	4069461	MOB	"yihQ, yihR"	intergenic(-185/+11)																																																																																																																																																																																																		1	1	1																																																					
NC_000913	4073504	SNP	yihU	Q23P(CAA_CCA)																																																			1																																																																																																																																																																																																						
NC_000913	4073554	SNP	yihU	F6L(TTT_TTG)																																																			1																																																																																																																																																																																																						
NC_000913	4076337	SNP	yihY	F64L(TTT_TTG)																																																				1																																																																																																																																																																																																					
NC_000913	4076509	SNP	yihY	S122G(AGC_GGC)					1																																																																																																																																																																																																																																																				
NC_000913	4078459	SNP	"yiiD, yiiE"	intergenic(+21/-838)				1	1																																																																																																																																																																																																																																																				
NC_000913	4078641	SNP	"yiiD, yiiE"	intergenic(+203/-656)																																																				1																																																																																																																																																																																																					
NC_000913	4079433	SNP	yiiE	V46A(GTG_GCG)												1	1																																																																																																																																																																																																																																												
NC_000913	4082219	SNP	fdoH	T181A(ACG_GCG)																												1																																																																																																																																																																																																																													
NC_000913	4082858	SNP	fdoG	A989S(GCC_TCC)																																																																																																																																																																																																																																																									
NC_000913	4084783	SNP	fdoG	F347C(TTC_TGC)																																																			1																																																																																																																																																																																																						
NC_000913	4086147	SNP	fdhD	A44A(GCG_GCA)																																																																																																															1	1	1																																																																																																																																								
NC_000913	4086550	SNP	fdhD	S179P(TCT_CCT)																										1																																																																																																																																																																																																																															
NC_000913	4088201	MOB	frvR	coding(1652-1655/1749nt)																																																																																																																																																																																																						1																																																			
NC_000913	4091611	SNP	frvB	L252L(CTT_CTC)		1																																																																																																																																																																																																																																																							
NC_000913	4093592	SNP	rhaD	L227F(TTA_TTC)																																																			1																																																																																																																																																																																																						
NC_000913	4094823	SNP	rhaA	V387G(GTC_GGC)																																																																																																																						1																																																																																																																																			
NC_000913	4096230	SNP	rhaB	T407A(ACG_GCG)		1																																																																																																																																																																																																																																																							
NC_000913	4097080	SNP	rhaB	I123M(ATT_ATG)																																																			1																																																																																																																																																																																																						
NC_000913	4098989	SNP	rhaR	H115R(CAC_CGC)							1																																																																																																																																																																																																																																																		
NC_000913	4099540	SNP	rhaT	V329A(GTG_GCG)	1																																																																																																																																																																																																																																																								
NC_000913	4099695	SNP	rhaT	A277A(GCC_GCT)																																																															1																																																																																																																																																																																										
NC_000913	4101056	SNP	sodA	S83R(AGC_CGC)																																																			1																																																																																																																																																																																																						
NC_000913	4102930	SNP	yiiM	L37L(CTG_TTG)						1	1																																																																																																																																																																																																																																																		
NC_000913	4106405	SNP	"cpxP, fieF"	intergenic(+85/-64)																																																																																																																																																																																																					1	1	1																																																		
NC_000913	4109551	SNP	sbp	P240S(CCA_TCA)																1																																																																																																																																																																																					1	1	1																																																		
NC_000913	4109803	SNP	sbp	D324N(GAT_AAT)							1																																																																																																																																																																																																																																																		
NC_000913	4114622	SNP	glpX	S320P(TCC_CCC)																1	1																																																																																																																																																																																				1	1	1																																																		
NC_000913	4116511	SNP	glpK	I238L(ATT_CTT)																																																			1	1																																																																																																																																																																																																					
NC_000913	4118516	SNP	zapB	M1T(ATG_ACG)_				1																																																																																																																																																																																																																																																					
NC_000913	4119238	DEL	rraA	coding(76-93/486nt)																																																																																																																																																																																							1	1																																																																	
NC_000913	4123177	SNP	ftsN	T55A(ACG_GCG)												1	1																																																																																																																																																																																																																																												
NC_000913	4127559	SNP	yiiX	G112G(GGT_GGG)																																																																																																																						1																																																																																																																																			
NC_000913	4128078	SNP	metJ	*106Y(TAA_TAC)									1																																																																																																																																																																																																																																																
NC_000913	4128169	SNP	metJ	D76A(GAT_GCT)																															1			1																																																																																																																																																																																																																							
NC_000913	4128197	SNP	metJ	T67A(ACC_GCC)										1	1							1	1	1																																																																																																																																																																																																																																					
NC_000913	4128212	SNP	metJ	F62L(TTT_CTT)																																								1																																																																																																																																																																																																																	
NC_000913	4128247	SNP	metJ	R50H(CGT_CAT)								1									1																																																																																																																																																																																																																																								
NC_000913	4128250	SNP	metJ	L49R(CTG_CGG)																																			1																																																																																																																																																																																																																						
NC_000913	4128293	MOB	metJ	coding(100-103/318nt)																							1	1	1																																																																																																																																																																																																																																
NC_000913	4128316	SNP	metJ	V27A(GTT_GCT)	1	1	1	1	1	1	1					1	1			1										1	1	1																																																																																																																																																																									1	1	1																																																		
NC_000913	4128361	SNP	metJ	Y12C(TAC_TGC)																													1	1		1																																																																																																																																																																																																																									
NC_000913	4128379	SNP	metJ	G6D(GGC_GAC)																																	1																																																																																																																																																																																																																								
NC_000913	4128380	SNP	metJ	G6C(GGC_TGC)																					1	1																																																																																																																																																																																																																																			
NC_000913	4128386	SNP	metJ	W4G(TGG_GGG)																																				1	1	1																																																																																																																																																																																																																			
NC_000913	4128549	SNP	"metJ, metB"	intergenic(-154/-123)																																																																																																																						1																																																																																																																																			
NC_000913	4129743	SNP	metB	T358A(ACG_GCG)							1																																																																																																																																																																																																																																																		
NC_000913	4129837	SNP	metL	M1M(ATG_ATA)_																																																																																																																																																																																																																																																									
NC_000913	4130167	DEL	metL	coding(333-794/2433nt)																																																		1																																																																																																																																																																																																							
NC_000913	4131624	SNP	metL	W597*(TGG_TAG)																																																																																																																																																																																																																																																									
NC_000913	4133696	SNP	"metF, katG"	intergenic(+190/-139)																																																																																																																					1	1																																																																																																																																			
NC_000913	4134394	SNP	katG	D187G(GAC_GGC)										1	1					1	1																																																																																																																																																																																				1	1	1																																																		
NC_000913	4135451	SNP	katG	K539K(AAA_AAG)										1	1																																																																																																																																																																																																																																														
NC_000913	4138354	SNP	gldA	P228T(CCG_ACG)																																																																																																																																																																																																																																																									
NC_000913	4139721	DEL	frwA	coding(2501/2502nt)																	1																																																																																																																																																																																																																																								
NC_000913	4140495	SNP	frwA	D576G(GAT_GGT)	1																																																																																																																																																																																																																																																								
NC_000913	4141919	SNP	ptsA	D101D(GAC_GAT)																																																																																																																																																																																																																																																									
NC_000913	4143217	SNP	frwC	M230L(ATG_CTG)																																																																																																																					1	1																																																																																																																																			
NC_000913	4143617	SNP	"frwC, frwB"	intergenic(+8/-7)							1																																																																																																																																																																																																																																																		
NC_000913	4145072	SNP	pflD	P360S(CCG_TCG)												1	1																																																																																																																																																																																																																																												
NC_000913	4146023	SNP	pflD	T677A(ACG_GCG)						1																																																																																																																																																																																																																																																			
NC_000913	4146701	SNP	pflC	S148S(TCA_TCC)																																																			1																																																																																																																																																																																																						
NC_000913	4149302	SNP	eptC	Y322D(TAT_GAT)																																																			1																																																																																																																																																																																																						
NC_000913	4150087	SNP	eptC	V60A(GTA_GCA)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	4150739	SNP	ppc	V787A(GTA_GCA)																				1																																																																																																																																																																																																																																					
NC_000913	4152771	SNP	ppc	K110Q(AAA_CAA)																																																				1																																																																																																																																																																																																					
NC_000913	4152832	SNP	ppc	H89H(CAC_CAT)																																																																																																																																																																																																																																																									
NC_000913	4153955	SNP	argE	L298R(CTG_CGG)																																																																																																																																																						1																																																																																																			
NC_000913	4154549	SNP	argE	E100G(GAG_GGG)							1																																																																																																																																																																																																																																																		
NC_000913	4156976	SNP	argH	A43T(GCC_ACC)																																																																																																																																																																																																																																																									
NC_000913	4157132	SNP	argH	K95E(AAA_GAA)																	1																																																																																																																																																																																																																																								
NC_000913	4160984	MOB	"sthA, fabR"	intergenic(-194/-136)																1																																																																																																																																																																																																																																									
NC_000913	4161155	SNP	fabR	T11N(ACC_AAC)														1	1																																																																																																																																																																																																																																										
NC_000913	4161391	SNP	fabR	T90A(ACC_GCC)																1																																																																																																																																																																																																																																									
NC_000913	4161466	SNP	fabR	G115S(GGC_AGC)												1	1																																																																																																																																																																																																																																												
NC_000913	4161966	SNP	yijD	L66M(CTG_ATG)																																																																																																																																																			1	1	1																																																																																																				
NC_000913	4172943	SNP	murB	D296G(GAC_GGC)																												1																																																																																																																																																																																																																													
NC_000913	4173601	SNP	birA	P174S(CCT_TCT)																	1																																																																																																																																																																																																																																								
NC_000913	4173777	SNP	birA	N232K(AAT_AAG)																																																			1																																																																																																																																																																																																						
NC_000913	4178172	SNP	nusG	F144V(TTC_GTC)																																			1																																																																																																																																																																																																																						
NC_000913	4178239	SNP	nusG	G166V(GGT_GTT)																																																																																																																																																																																																															1		1																																								
NC_000913	4179038	SNP	rplA	K54Q(AAA_CAA)																																																			1																																																																																																																																																																																																						
NC_000913	4179175	SNP	rplA	D99E(GAT_GAG)																																																			1	1																																																																																																																																																																																																					
NC_000913	4180393	SNP	rplJ	E133A(GAA_GCA)																																																																																																																																																						1																																																																																																			
NC_000913	4180463	SNP	rplJ	A156A(GCT_GCC)																1																																																																																																																																																																																					1	1	1																																																		
NC_000913	4181472	SNP	rpoB	G76G(GGC_GGT)								1																																																																																																																																																																																																																																																	
NC_000913	4181706	SNP	rpoB	G154G(GGC_GGT)																																																																																																															1																																																																																																																																										
NC_000913	4181786	SNP	rpoB	G181V(GGT_GTT)																																																																																																									1																																																																																																																																																
NC_000913	4181833	SNP	rpoB	R197G(CGT_GGT)																																																																																																																																																																																																																																			1																						
NC_000913	4181843	SNP	rpoB	R200P(CGT_CCT)																																																																																																																																																																																																																																						1																			
NC_000913	4181848	SNP	rpoB	R202C(CGT_TGT)																																																																																																																																																																																																																																		1		1																					
NC_000913	4181849	SNP	rpoB	R202L(CGT_CTT)																																																																																																																																																																																																																																					1																				
NC_000913	4181852	SNP	rpoB	K203T(AAA_ACA)																																																																																													1	1	1																																																																																																																																																										
NC_000913	4182313	SNP	rpoB	N357H(AAC_CAC)																																																																																																																																																						1																																																																																																			
NC_000913	4182358	SNP	rpoB	P372S(CCT_TCT)																																																																																																																																													1																																																																																																												
NC_000913	4182583	SNP	rpoB	H447Y(CAC_TAC)																					1	1																																																																																																																																																																																																																																			
NC_000913	4182820	SNP	rpoB	H526Y(CAC_TAC)																																																																																																																																																							1	1	1	1	1	1			1	1	1																																																																																								
NC_000913	4182877	SNP	rpoB	F545V(TTC_GTC)																																																			1	1																																																																																																																																																																																																					
NC_000913	4182890	SNP	rpoB	D549G(GAC_GGC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	4182938	SNP	rpoB	E565A(GAA_GCA)																																																																																																																																																		1																																																																																																							
NC_000913	4183097	SNP	rpoB	Q618L(CAG_CTG)																																																																																																																																																	1																																																																																																								
NC_000913	4183154	SNP	rpoB	R637L(CGT_CTT)																																																																																																																																																																																																																		1	1	1								1	1																												
NC_000913	4183795	SNP	rpoB	T851A(ACC_GCC)												1	1																																																																																																																																																																																																																																												
NC_000913	4183802	SNP	rpoB	D853G(GAC_GGC)																																																																	1	1	1																																																																																																																																																																																						
